"","EE_50.300","EE_50.330","EE_50.360","EE_50.390","EE_50.420","EE_50.450","YA","AdultSPE9"
"W04C9.4",7.78318160457835,6.96526482093829,5.97153205832696,7.29152988912351,7.22259206621075,7.31465121417084,6.54722307918933,6.43824127830233
"W04C9.5",0.875069940851373,1.02805987583416,0.535149191672175,0.486836887514454,0.14461158644137,0.327586199542666,1.1349765957209,1.72718857758287
"W04C9.3",4.29206758566276,4.92602314689795,2.88353284439376,3.54175023081777,4.3150082301053,5.01765026391424,0.488009000087124,0.430875078163141
"W04C9.2",7.32422555980234,6.58473856504956,7.0307333387069,7.67097484597083,8.65302059475194,7.79015949213616,7.80698776097785,8.10995598704625
"W04C9.1",3.04360523042014,3.42951955815663,2.13037081100218,2.38818126953904,2.81606717290218,3.53318954460032,4.43777370738622,3.29654550819512
"Y65B4BL.3",1.19507667381647,1.57005969727731,0.897999335269791,1.35475116298033,0.969912651468821,1.81982347941992,4.51485447093706,4.99759049165737
"Y65B4BL.4",2.37540370930578,2.11641133742174,3.3977701107475,2.75921976274015,2.60349697876715,2.33143866299488,5.48176391873535,5.94160168268292
"Y65B4BL.2",3.44387580568058,3.22883254030179,4.59596904792852,3.75423547041561,4.0108066876667,3.62141894537672,6.76912375598532,7.33854029640931
"Y65B4BL.7",1.19307782154637,1.98698607817492,0.763949457080679,1.67303171220371,1.04173361139522,1.61636240245229,3.39173060746826,2.32055977130069
"Y65B4BL.5",5.66136197163937,5.86868182728301,6.06588892187343,5.44701377675387,5.64599844330503,5.56933310625742,7.3527055668799,8.06728376403878
"Y65B4BL.6",1.69320368753461,1.80664989023725,1.56108169473173,1.56742375770728,2.72696414806446,2.13484849061723,3.76432492133117,2.43381408445803
"Y65B4BL.1",7.62455422512297,7.94874683822833,7.6590968258182,7.56522396427757,7.78071691528166,7.79197682089869,2.09547551170757,3.52531721225445
"Y65B4BR.8",5.72182924012382,4.71323940237953,6.4358035868806,6.32348176190605,5.89883957490502,5.06600736364243,5.68693187053179,6.52223626312158
"Y65B4BR.5",9.50442176983273,8.98526702089162,9.58226996458301,9.49621865210731,9.65619065213577,9.0975844621454,10.5034978154939,10.3810562028391
"Y65B4BR.4",7.16112180298374,7.24703504446852,7.60025488396667,7.00804758821232,7.04939116984908,6.92406424550089,6.39112155138686,7.17681143473572
"Y65B4BR.3",4.37883064553565,4.56650466723966,4.10978678523773,4.10414372839205,4.2752529404711,4.64964419772221,4.12155423812539,3.6800092252282
"Y65B4BR.11",0,0,0,14.777065203961,0,0,0,0
"Y65B4BR.2",5.1207707853758,5.68063098135457,1.79560072910131,4.59031457749666,5.4776158109805,6.37821160859719,1.15618301201753,0.459236448143573
"Y65B4BR.1",0,0,0,0.160789849378475,0.128009717892675,0.0793125674948523,2.33932840106354,5.87589061958986
"Y65B4BR.9",0.829765958216147,0.520410178870387,0,0,0.732554887792965,1.36245866696585,0.806273732339326,0.56467765218867
"Y65B4BR.6",0.616996557437429,1.26014612650897,0.120111692393331,0.574621801991281,0.540296137156828,1.34925769428247,5.29596908443042,4.05451858120854
"F56A6.2",2.00843310422297,2.39635954499282,1.89789094403768,1.85630052076569,2.03381765129672,2.13854254571073,1.90897426540471,1.6815617079354
"F56A6.4",2.80855392156228,2.76286541421739,2.74834100340766,2.31793207135247,2.64649218084927,2.48461250519185,4.61293630052212,5.21042393385324
"F56A6.1",1.37562890386516,1.74776977595546,2.30330732043762,1.62462031173637,2.00599993787824,1.84585933360868,4.24848929580373,4.1694680756623
"Y65B4A.4",0,0,0,0,1.96372564887535,0.626302687507409,2.31897042575559,1.81524340685769
"Y65B4A.6",6.7676283168078,6.46841877262022,6.55762911859272,6.23256099251364,6.4029847463651,6.45628212452072,6.31920966194432,6.88299756644573
"Y65B4A.3",7.01060083322651,6.33430368104052,5.85134927831811,5.91901822924238,5.99505933606115,6.32606090112223,6.07256889815723,6.12575647339637
"Y65B4A.2",2.50938421655028,3.31199710453007,1.03429320176017,2.04850823498457,2.89702352088816,3.49988414589191,2.06468284653549,1.83096108215749
"Y65B4A.7",0,0,0.920531887376099,0,0,0.310637936589033,2.97267059989877,0.927471734596053
"Y65B4A.1",4.78383378023898,4.41042930279998,3.32689538890047,3.66912883937788,3.39398723432176,3.64843092837903,5.09741696359447,5.18533138059603
"Y65B4A.8",3.71578357222639,3.86278859242008,2.32310197094788,2.54816285658639,3.00033899350443,3.37430781686752,3.98094840282061,3.74376268446998
"Y65B4A.9",0,0,0.432849330788534,0.142906124772243,0,0.137809080430326,2.59614323127509,0.355135825859624
"Y18H1A.14",0.399015739335521,0.236874633244808,0.251190689257475,0.154909790674281,0.531895935203004,0.574994709167133,0.0307418830163865,0.0670531226616953
"Y18H1A.11",0.747118386607507,1.71771480304153,0.704286801983163,1.24216955624748,0.760101692944097,1.28140745654948,2.66301664509469,1.95604921582086
"Y18H1A.1",0,0,0,0,0,0.063895522829804,3.05464186688315,0.386521826795998
"Y18H1A.4",5.49506192611455,5.50719207029563,4.81418637132145,5.10091459149365,5.10239778455487,5.13651132980356,5.22178430027756,4.87316846683311
"Y18H1A.2",5.32304214655937,5.15409708759657,4.23323618525269,4.54908384265711,4.61230531253405,4.76035403027647,4.38770718024923,4.90325523667446
"Y18H1A.3",5.07027768645562,5.27725949923125,4.96455573970034,4.7116490795614,4.85187894057588,4.89950435731192,4.34418226346131,5.0851229301112
"Y18H1A.7",1.96687339675998,2.06183494085946,0.846842288613458,0.708288784048717,0.58325430070498,1.04775474189775,3.97392347363668,4.46237957184102
"Y18H1A.6",4.09803208296053,3.68151673193886,4.50859978810224,3.59930589022469,3.70431867776083,3.37924110955448,3.75595576955096,4.79311555527435
"Y18H1A.13",1.29228702611359,0.946647776477157,0.811167662755817,0.810437345393034,1.05053652370208,1.10101800226646,0.321377457391442,0.315944098533894
"Y18H1A.17",0,0,0,0,0,0,0,0
"Y18H1A.9",3.24204605030341,3.74791367786546,3.25001259857805,3.45130739820817,3.62228614682781,3.84321004661091,1.5445694626881,0.864501942657831
"Y18H1A.t1",0,0,0,0,0,0,0,0
"Y18H1A.8",0.319693072610162,0.353335713532468,0.41971146527148,0,0,0.454451769070564,0.810846138388963,0.40346624969799
"T06A4.2",0,0,0.36756005750314,0,0,0,3.25733654595703,1.44622975817806
"T06A4.3",0.556628546351046,1.07196169532471,0.0945618726563586,0.506543043042385,0.598821573639455,0.594431982725414,2.26036897050531,1.02241752966244
"T06A4.1",0.375976913227331,1.15705664905653,0.411392618608051,0.496805917058212,0.986491760318942,1.36161678427361,0.500498188463802,0.288758976320012
"T06A4.6",0,0,0,0,0,0,0,0
"T06A4.7",0,0,0,0,0,0,0,0
"Y73A3A.2",0,0,0,0,0,0,0,0
"ZC123.3",4.37131490804309,5.22088711146002,2.66676340775079,3.73435195008011,4.33061576251032,5.10453795205619,2.80826559344456,2.94930333619571
"ZC123.t1",0,0,0,0,0,0,0,3.86170728658586
"ZC123.10",0,0,0,0,0,0,0,0
"ZC123.11",0,0,0,0,0,0,0,0
"ZC123.7",0,0,0,0,0,0,0,0
"ZC123.1",1.52596862103309,3.22693387717645,0.292004251003808,0.797128388823038,1.82495924952779,3.11276017429934,1.10344392579905,1.30243019195218
"ZC123.4",3.47244877917796,4.10866662841444,2.52582333225294,3.36357901191534,3.88939566215424,4.24508488348749,1.85035938803356,1.78005807789837
"Y95B8A.8",3.85654753780408,3.41094210234862,2.57146809550759,3.91859613512127,3.42753644977545,3.68670221025608,4.80821513009901,7.53082767128021
"Y95B8A.7",4.88230067432298,4.8075352476676,4.12326888749435,4.23275284076896,4.97181022671284,4.95225900655981,4.73939989053555,5.87364097004911
"Y95B8A.10",2.15591758044538,2.76910100516213,1.14692236313326,1.43842593538911,2.04690659151076,2.94017238967065,3.86529529308502,2.86124475612022
"Y95B8A.6",1.6216229017867,1.72467209751403,1.130647573124,1.02140154969897,1.3369174629573,2.21693283875285,2.85435278472802,3.46261514807697
"Y95B8A.11",1.3243728331242,1.04637231497475,1.01473377222413,0.587293934655509,0.741272816245584,0.748158063444074,3.76891475237469,3.67039848818162
"Y95B8A.5",3.92042670045397,3.91940682819005,3.6753304356676,3.86363125050615,4.32543678721057,4.34282494105105,5.21919950418402,6.23914596037315
"Y95B8A.4",0.161016966802667,0.179154313356124,0,0,0,0,2.59243311673749,0.818303312568624
"Y95B8A.12",0.268834388053483,0.704360292299526,0.0838986175561131,0.34979439855662,0.592810536467284,0.597616029132189,1.25356577157292,1.19644337830617
