"","EE_50.480","EE_50.510","EE_50.540","EE_50.570","EE_50.600","EE_50.630","EE_50.660","EE_50.690","EE_50.720","YA","AdultSPE9"
"Y74C9A.6",10.1588242463247,7.80089343042131,9.39378942276078,0,0,0,0,0,0,6.16753456035194,5.34597112461654
"Y74C9A.3",5.09345031352382,4.58287509475675,4.37480997244321,4.09316294090942,3.81412996065738,3.64445622611283,3.7292808460274,3.76617108910985,4.06482250815459,4.92634106902995,5.24004332147926
"Y74C9A.2",3.82947412621363,4.23064879014344,4.39569349787191,5.18380804796706,5.09811632546681,5.68728469191784,5.95148522107114,6.42517729101722,6.63564412477204,7.99804878859449,7.85962174923233
"Y74C9A.4",4.53688594044347,4.04545170798665,4.62903015517597,4.37061766759703,4.27394102673169,4.11384216166232,3.97693180269919,3.99941378605687,4.03300885558437,5.23884416889802,5.89357578372252
"Y74C9A.5",5.18081223285153,5.09011241966429,5.23868369709026,5.38435724496117,5.35832592604552,5.38560704905686,5.57007731074369,5.82238345165149,5.84038769812038,4.55534990275871,3.11744736984343
"Y48G1C.12",5.5610908620438,5.18037863570633,5.0368110055389,4.5841387271609,4.31815773837226,4.10570321757514,3.80440468770764,3.76188095362998,3.7269183863048,4.39527534824307,4.55780217348035
"Y48G1C.4",3.7446885518026,3.74551702217606,3.67266294276458,3.53023308623751,3.22463767082812,3.13051908302734,3.06584800336608,3.19388841565483,3.35455935724527,4.62879108937659,4.09562910131617
"Y48G1C.2",6.20642638149992,6.02143086683722,6.293791650238,6.17119081162053,6.13850732299388,6.00602867174334,5.8242154100103,5.63634620428569,5.55792467766588,5.19699646254405,5.72325000361109
"Y48G1C.10",2.82394496671368,2.38623154532541,3.32035036682213,2.22046926419808,1.88895166370933,1.93880894453577,2.35952398159992,2.07653173223502,1.41641281392512,2.69515867847536,3.60821785302146
"Y48G1C.11",4.23332056213096,4.02857799221283,4.30000654660916,4.18336740978735,4.25519856641969,4.13007422122834,3.81568813501012,3.92603738371565,3.74949136160252,3.55380282922981,3.76634073311638
"Y48G1C.6",4.06711378600193,3.80914687255542,3.49336553007923,3.56334120191386,3.16751047535984,2.8556190125671,2.93885033700606,2.45825074863658,2.75859953245956,3.00806014151895,2.32234064667696
"Y48G1C.9",7.19639065508387,7.34851571723545,7.32589006103978,7.02676686812508,6.30919620051244,6.37720358807992,6.45821465127513,5.91614220616403,6.3096600612291,6.61965070114332,7.84882947200704
"Y48G1C.1",2.66440546978629,2.67489899792694,3.11213461889997,2.81254956588057,2.79559033979785,2.60682357986251,2.45959424054884,2.54554587428156,2.70676260278244,4.44605106141959,5.08080687054189
"Y48G1C.13",0,0,0,2.02730978054156,1.60182010285481,0,2.21881215982585,0,0,5.05334597259572,7.09113914721355
"Y48G1C.7",5.36606687834758,4.89581639299343,4.97427691054843,4.70319485276525,4.80478670131811,4.47873241424655,4.37660295192479,4.2466209032727,4.31992135377213,5.3507694947237,5.93396913607284
"Y48G1C.8",5.03667475897929,4.48344175643992,4.66304853475445,4.03461190895908,4.26035692576387,3.87005888514328,3.68275306123055,3.43577125647082,2.96924076220502,4.78669567443544,5.76052169839958
"F53G12.1",10.225508720236,10.2831115100619,10.5294403152433,10.5209132784624,10.323820390581,10.0604527603454,9.94327963453667,9.90420257630734,9.83367126240959,9.18002848052637,9.76866238646353
"F53G12.15",0,0,0,0,0,0,0,0,0,0,4.14572787409285e-07
"F53G12.10",10.7729908075977,11.0125128059777,11.2015297226639,10.6619651016754,10.8824443594567,10.723328173293,10.592045847965,10.9428443521663,10.6569700167558,11.9482796158651,11.1850922266328
"F53G12.13",0.595978115525714,0.871029044815525,0.614048290389946,0.938582393797966,1.49233519651242,1.41972225044595,1.32358912300586,1.67478151608919,1.23608845409168,1.15674608316111,2.38096489219093
"F53G12.17",10.1650451573829,10.7854851634264,0,0,0,0,0,0,0,2.61308840400417,2.61778456775199e-08
"F53G12.12",0,3.48625810891347e-08,0,0,0,0,0,0,0,4.72905238989386,3.20025323159369
"F53G12.8",0.640738448759064,0.904665206177794,1.1296654865278,0.892873592265938,1.14045802125744,0.831388425182681,0.738677057627008,0.629476927086046,0.937422740040676,4.2125304306929,1.26191588369377
"F53G12.7",0.138556306910665,0,0.144748614904798,0,0,0,0.216709390283281,0.258854157836289,0,0.579697648702822,0.447820374899575
"F53G12.6",0,0,0,0,0,0,0.0730317100816771,0,0,2.513124340428,0.324523763677639
"F53G12.5",5.94214616056247,5.98681137545723,6.87915435931654,6.78777199284617,6.68797048659613,6.68383678746561,6.71904650392994,6.4048111800961,6.92311351683834,7.69799616602105,8.77944359185362
"F53G12.4",2.25380173393275,2.51122765441532,3.21643623959097,2.88531860009076,2.83983465597351,2.911396302439,2.73841117147008,3.17116678759074,2.861895829421,0.766371266919175,0.81190993763501
"F56C11.1",4.17755109381849,4.02390291136455,4.30512420290556,4.37537312461744,4.69240487899626,4.83630288350977,4.96855160336395,5.10382911095295,4.9569627001011,3.00747540015418,2.28071584461792
"F56C11.2",3.5471906834292,4.16798407308183,4.58300150781455,4.98686142266871,5.81990827211188,6.29458766760695,6.61974312578066,6.95193742323232,6.80973597915909,2.36742418716234,1.98734633573037
"F56C11.6",3.48874635632653,3.82729061700068,4.28623800000351,4.84213910985309,5.27685394524617,5.72611459497933,5.90140756635398,6.00406087603432,5.92530637884596,2.35485551715406,2.78959780679422
"F56C11.5",5.78776154701206,6.12764772311079,6.45340892853291,5.99601582124492,5.69680621348146,5.68731268991974,5.60577876753546,5.43643838267229,5.28686267053048,5.15936680974374,5.9661443364117
"F56C11.3",4.49107703830449,4.19202052632839,4.43483502690126,4.18047411782583,3.06549304045753,3.15160557620077,3.02360666698586,3.15254850939618,2.92673196976065,4.61312495361398,5.20503273281206
"F56C11.4",3.36107070103647,3.03934899095001,3.2928318010447,3.14025677033632,3.34538785886648,3.67252717567441,3.43347360969523,3.22222341001794,2.16189090627282,3.17146785985394,4.22135124430149
"K10E9.1",2.82555974356293,2.72191069860549,3.13099345113069,2.83350543276889,3.30354551492305,3.39785908078682,3.2948118703517,3.14482462746365,2.47082316316859,3.1678155222208,4.15466421337316
"Y48G1BL.2",3.17119241320829,2.99597287215283,3.44111160303957,3.55269676011004,3.31901668599772,3.5186358471628,3.44584056795847,3.32172754633823,3.63642741457795,3.30196509754791,3.76332658256796
"Y48G1BL.3",1.15978416711594,0.760734475788871,1.48029614742066,1.00677196159103,1.00177342446769,0.833327312274246,0.995493925761212,0.617667103577118,0.783914221002642,4.21627636036376,4.13453310650664
"Y48G1BL.1",1.30004170099645,1.33489430392099,1.65942226700324,1.07112422815592,0.470459815180883,0.742466764642831,0.428701990209387,0.323646763253134,0.573380343752929,2.28874244224324,2.03310226909754
