"","L1","LIN35","L2","L3","L4","L4MALE","YA","AdultSPE9"
"W10D9.3",1.71555955773639,3.63302426879042,2.65633390090134,2.24269700583714,2.61664940622648,2.48206090905607,3.26678204397608,3.07482223275486
"W10D9.4",3.59791250541197,3.36652085530532,3.24923597582591,3.05199672826783,3.19379224055766,2.53426085593167,4.28573511007802,5.0260696760816
"W10D9.5",7.39385376167395,8.10455158020324,7.61822397010702,7.35048840701391,8.13760086139581,6.92870193893605,7.47418453940223,6.36063291309556
"W07E6.1",6.15093126890821,4.72952014222883,5.38583824769719,5.66918554396202,5.38719019025091,3.72116482641967,5.75503443584243,5.1320215367519
"W07E6.5",0.938660674487386,0.802497650353306,1.82453570004839,1.92649668298098,2.44516784208475,1.5433424497224,3.16749441847506,2.3132197262887
"W07E6.2",5.55156831053038,4.50477927077394,4.5000562979767,4.7195394146996,4.84442080596223,3.0735683393656,4.62690633069132,4.61541041158245
"W07E6.4",4.61678112654751,4.36242780660878,4.61066463205726,4.5506359821492,4.50157289876359,3.84708491524455,4.82484421112824,5.94048157140015
"W07E6.3",2.41197122117127,1.66316697589106,3.01395171044465,1.51139719316398,1.29568188804602,1.362295941283,1.32734820476168,0.551830976789773
"T27A1.1",0.609993185720912,4.39146529410138,4.36011139643906,3.18960952200502,4.57328362797753,2.53573945313153,3.92371017229318,2.41492027554449
"T27A1.6",2.61899270135168,3.37935202573214,2.96221213882417,1.47895627818662,0.829856052972316,1.00382527951906,0.884954204109597,0.334593445383844
"T27A1.5",4.81291916389481,3.9321934879339,5.39378684914457,5.22959176787156,4.37594995384045,3.40830018591725,3.77212847158088,2.5453901870995
"T27A1.4",4.87539673485442,3.76483444500626,6.10439746980666,4.97699135563399,4.48303538254656,4.9037758233323,3.77337397592964,1.46429709118747
"T27A1.2",0.206220604962666,1.00680068008415,0.500958039211596,0.0406747653622383,0.343612485697293,0.280280523085589,1.20814264733772,0.918642690769286
"T27A1.3",0.165868215370502,0.39491797419132,0.349574758917613,0.0567652410090868,0.154749101019964,0.0357341133475848,0.319117296902927,0.913970485374928
"C09E8.3",1.42126370085427,2.14475448726239,7.19344650908714,5.11263341698525,6.5670144999956,4.45289190258075,2.25172515115509,2.70018444951327
"C09E8.2",0.185952787360195,0.898640999381474,5.1440953290249,2.09351623211086,4.37738754797226,2.73501519537473,1.05152523854334,0.589635987370833
"C09E8.1",4.31961070914681,4.12221714617112,4.4737349684636,4.67103855689932,3.69921845942414,4.24405742315861,3.88919120616001,3.58255600301406
"W08F4.5",0.988367667987685,1.28549691573645,0.955012923852488,0.81194527453365,1.38682749737201,2.30715161775304,1.58382232120862,1.10739997104627
"W08F4.6",1.83883078116288,3.50421358402868,8.58267266030252,7.73188920720207,8.04140727397029,6.55270905442679,3.85837892508207,3.29419725115055
"W08F4.7",0.022231012418494,0.163668754179462,0.210269154445329,0.324946515593045,0.642989851021512,5.45837216040627,0.571173902457529,0.342273688389957
"W08F4.8",5.92712371300722,5.97292236422542,5.61873200113333,6.29977216213346,6.26996446162359,6.65263850050284,6.42447873390836,7.15105714187524
"W08F4.14",0,9.94125306201115,0,0,8.47310906880346,0,0,0
"W08F4.3",6.84742071536432,6.74465895477421,6.11870233364786,6.26326732216797,6.50415477801682,5.97371458384606,7.18024733747292,7.85401435420035
"W08F4.15",0,0,5.71995551935066,0,0,0,0,0
"W08F4.9",1.08157823875084,4.42388738281899,1.52958110196284,1.09398602608719,0.418978963261821,0.708769053517857,0.881308305991594,0.471298812893454
"W08F4.12",0.0990259659248088,1.82486151837633,0.0830939302855476,0,0.543025631737768,0.429808756967507,0.166532927679289,1.23038748942842
"W08F4.13",0.186519573710394,0.540150299902128,0.313462965407708,0,0.0422170683315796,0.055837018019637,0.039595490835292,0.596364628516593
"W08F4.2",0.126513551653746,0.153117865907588,0.596488672464266,0,0.0900973414369572,0.0305612413031485,0.104982574170735,0.391140803143849
"W08F4.11",1.15683020135934,6.49336392876345,1.90702908768493,1.3308509248338,5.88028145530343,4.92404286099436,2.00182745805729,2.91600267470844
"W04H10.3",4.67111217491278,4.87364097004911,3.49962906800074,2.42068180820722,2.25174938509719,2.97254745827999,2.21391647012195,3.52735814498734
"W04H10.2",1.24544089899956,3.44324327994511,1.56110125159372,1.09903256616651,0.457976648607929,2.23993261348524,0.608942626673779,0.400757595968052
"W04H10.1",1.76144272705977,0,1.51248480367572,2.41669114207422,4.59256467474792,6.38731428474758,4.18659563546759,2.66945089179702
"T04B8.5",3.90384811218009,4.06129233847829,4.73393455613986,5.2141286919183,4.32463781522447,4.04629023536058,4.45687184423018,3.90164891091635
"T04B8.3",0.610048009382074,2.65095522118074,0.279657897888306,0.108720215122594,1.217255536567,0.414250294404383,0.319992431417568,3.48972274753631
"T04B8.2",0.179699575583195,0.709415046261553,0.17586691113147,0,0.0801212767221545,0,0.14668649972168,0.519240955285999
"K07E8.6",1.91993115164651,1.93498065579426,2.01734115089468,1.28223813980689,1.49750506956708,1.14512961612611,0.662229202505387,0.36230267512357
"K07E8.7",2.8841680764481,3.03691472010054,2.46916965923839,3.16496805141458,3.49108345371826,2.16118147556145,3.8162105666801,4.37107788409746
"K07E8.5",2.11348047806126,1.90938526173033,1.51087586121704,0.889051380521044,0.724100153019401,1.62924003395155,0.710423169937831,0.759691896783641
"K07E8.3",7.86392606459607,8.008507057727,7.70342605577997,7.37191600739162,6.20538860281786,5.70701118663285,6.03956613695758,2.90995163020619
"Y39F10C.2",0.240401041096391,0.849563783983416,0.16807203275892,0.749753926741274,1.33160204033945,1.60256139885661,0.995189256275722,1.62499455048371
"T02H6.9",0.292606259729621,0.704166376022304,0.443049621235678,0.41220595809718,1.40054885905021,7.13619138628714,0.756082200053006,0.830283723396843
"T02H6.7",0,0.121976214332505,0.157301172653544,1.98825204058987,3.23821975676441,4.70005679825978,2.24627734183474,0.384321737472275
"T02H6.6",1.47296599109112,2.05144171138261,0.748020628494044,0,0.805932135600143,0.995947554194269,0,0
"T02H6.5",0.343771648270918,0.68600112820634,0.339278796316982,0.0368477811145989,0.101637975153314,0.216192843586725,0.155740167240768,0.304499360021436
"T02H6.11",9.56578184179444,9.20462004833696,10.0643924881411,9.8132168267848,10.0357201228457,9.33109608375933,9.65800256252666,9.33928439119054
"T02H6.2",3.2039325003228,2.61434470773872,3.05341548708596,3.18122025205274,3.08659186950598,2.17618551857461,4.13051908302734,4.37699877494508
"T02H6.1",5.19547359238727,4.26334996086142,4.73367972385188,4.88305868127699,4.5863203993077,3.2475113498032,5.03696042245591,4.87989197169576
"Y39F10B.1",4.61786266001321,4.84316983799918,4.93471463445404,4.57163434145147,4.93278876246138,5.45733819272717,5.56148805628952,6.43359879358077
"C08G5.2",0.175224374316236,0.586982782158305,0.149672991522714,2.07589197663459,2.03558872161767,2.56544851211805,0.565035585251429,0.0586681031626734
"C08G5.4",4.86313067181214,5.28144603457606,3.60589726502141,2.40660197367055,1.83005245627156,3.09117850819942,1.3047329778216,2.02786885084006
"C08G5.5",4.64514250014203,5.44808821544015,3.45462732291469,2.37777621626231,2.84572688439416,3.64429470241661,1.97312264169026,2.15744476243477
"C08G5.6",2.00630520593621,2.75424830011163,1.78888195389952,0.982923137523683,0.819910110934327,1.25695628975478,0.416466862426995,0.471183297509806
"Y39F10A.1",2.34898303734132,2.16608553413398,2.70336209793461,2.71773234783296,2.05923066325807,2.36895268943805,2.17784127153454,1.37155886261196
"F46F5.6",0,0,0.155552370372657,1.09295836434825,5.11270847200295,4.73649664206907,2.9441856558142,0.95819234175216
"F46F5.9",0,0.91977330266929,0,1.16832111573972,6.63121053020686,5.43426458930475,2.43231806694952,1.59763605034904
"F28A10.6",5.68100221922474,5.58616424593091,6.13302915617786,6.20571702031255,6.21763205538302,5.49979168536738,6.16734387648842,4.82194996409046
"Y46B2A.1",1.56477323973551,3.07733017336867,1.25626795223152,0.171817857448452,1.35802484959381,0.408645566174813,0.69688498085829,3.35005871430109
"T07D3.7",5.00498221044999,5.03026985767857,4.7368862437568,4.70014560032742,3.72961802469056,3.40897130545185,4.12859035707367,6.1790551598651
"T07D3.6",0.351014261596232,0.151786095792268,0.63745444622252,0.243485076875834,0.78092484593627,0.339284498098744,0.630763304941314,0.026230374419422
"T07D3.4",3.64139574052643,4.09411781130716,3.16365007851133,2.68774155139794,2.40366856678223,3.00117531758144,2.63869944876237,1.31081706190182
"T07D3.9",3.95844367546415,2.68390975531404,2.92086111860307,4.23057962691274,4.30567144804261,3.28675845436578,4.22835695420105,4.13829023377991
"R07C3.11",0.233091659207077,0.993283794072103,0.0934864846085982,0.0372123922161278,0.102621584865814,0.0233667886465657,0.0328445036203271,0.672064113805634
"R07C3.10",0.0125938015636446,0.140761644312405,0.152606590807312,0,0.0350246093904137,0,0.0328445036203271,0.161784513903098
"R07C3.9",0.0995016447825692,0.548068628877656,0.084562589020606,0,0.137130998029443,0.0315160275123204,0.320968672276756,0.867773137940081
"R07C3.8",2.76020816977488,3.67467532235016,2.59870106451059,1.78925349040823,1.13670982318978,1.77518964050802,1.73996040393036,2.25491749455319
"R07C3.7",0.350337693162938,1.23125421108808,0.13755729592662,0,0.121857821525265,0,0.2458850344913,1.47448276946046
"R07C3.15",0.011977945050991,0.0908538368440254,0.0890763992006708,0,0.12897353803318,0,0.0312640490532452,0.42086394428759
"R07C3.6",0.493831757632586,2.0138338287564,0.187098809737257,0.0943148584398801,0.796630145801304,0.139237649790415,0.9654008692499,3.32859666516942
"R07C3.13",0,0.256551780298609,0.0451318910562653,0.976313039695458,4.28370698139011,3.32842720227767,1.40030292602512,0.680749225358994
"R07C3.5",0.177020970203061,0.907402949898306,0.239531244870231,0.0499740464835072,0.179632065971925,0.0314317572619299,0.0441309477810178,0.269817136926737
"R07C3.2",2.38294110366327,2.8962214650249,1.2649507147273,0.792346468008496,1.0479710625917,1.09676785471469,2.11884807298099,2.72237858575832
"C32B5.10",0.447720946604524,1.83215683757386,0.312476983670845,0.0501834858465438,1.56219112748545,0.372875226398384,2.56771822971909,4.00343133375384
"C32B5.11",2.54145784419893,3.39595392327344,1.04533811992781,0.226342055391792,0.0989622518349794,0.249400436314225,0.0929284700711254,0.598184142404816
"C32B5.12",1.98030320711576,3.57526391728986,1.29274052878067,0.474117226289416,0.551598701063929,0.528132192689796,0.583742426755977,2.70766613805145
"C32B5.16",0.364547780208809,2.12349073182079,0.0686496257623535,0.0604599977163382,0.619819584354566,0.0254967614686463,0.170853157222968,1.33208919625649
"C32B5.14",0.335986247793014,1.5286363261948,0.1702173580128,0,0.298472981858713,0.0855443093148232,0.175331696593327,1.74969729908641
"C32B5.15",0.173254103581738,0,0.216184150112783,0.0536083722543297,0.192090615840079,0,0.0931899225615117,0.452142050449817
"C32B5.5",0.200594746614065,0,0.400851572364507,0,0.132503143253004,0.0304144797409964,0.1245110412555,1.17632915623272
"C32B5.17",0.024166464506961,0,0.227025094772979,0,0.189987712534428,0,0.0620723775269705,0.133440819112427
"C32B5.4",0.0562830280863994,0,0.20374492322887,0,0.0396157030805029,0,0,0.206144320293328
"C32B5.1",2.68959885209688,0,1.66469672566671,0.325020225314545,0.417667298075835,0.466431876457,0.835126936811649,2.42506178376022
"F45D11.10",0.747780944975693,0,0.440573806286557,0.0877723934212919,0.186063118935271,0.0372177348484244,0.509767784896653,1.77224039983762
"F45D11.9",0.0194848712428496,0,0.0491913409284006,0,0.818787584737413,0.156018579677306,1.90917785765831,2.46500015322849
"F45D11.8",0,0,0,0,0,0,0,0
"F45D11.13",0.0802784882714213,0,0.120515179970542,0,0.132172634034942,0,0.0425990949031627,0.732430720197589
"F45D11.5",0.0899132727088488,0,0.0573948161735572,0,0.487736381101001,0.123124239866402,0.116045305450662,1.86663899278726
"F45D11.16",5.92649288771846,0,8.42946114233176,6.77535348617089,3.66210293474907,9.47805365482166,5.50142640607357,4.9203885873575
"F45D11.2",2.71428508818742,0,4.05247675873806,3.29464133241926,2.68601188907297,4.88073449574842,2.38025290370297,2.71323830241605
"F45D11.1",3.45069131823087,0,3.05217067080314,3.1627884810147,2.00491481568414,4.13976415980098,2.36150168880412,1.50770331946856
"M01D1.3",0.436817460793985,0,0.0837899905575846,0.0250356003095688,0.786073551578548,0.456201614830263,0.693378563121735,2.96098610530301
"M01D1.2",0.471190582536987,0,0.660320788573096,0.361130513547713,0.0206956263754801,2.14884627148945,1.04330950457292,0.858724239322305
"M01D1.8",0.620118103671867,0,0.0430157485520271,0.0502411703904481,0.736891437735268,0.0316008574158469,0.0874108354000016,3.0817997710542
"M01D1.10",0.488192088827241,0,0.114905752626836,0.0231545553249156,0.383302286081396,0.0571964048405017,0.296465630342445,1.37557886366742
"M01D1.1",0.028742830909871,0,0.0719578523235112,0.0633821374244688,0.0400645103982829,0.0267446871143825,0.178791115528391,0.159010386235121
"M01D1.9",0.257505516547785,0,0.0774244525748577,0,0.0431442916734601,0.0570575977422873,0.0404659048453183,0.626873632035885
"K02E7.7",2.91035659131178,2.76400850148625,1.71901692392771,0.588064804329771,0.250127236367016,0.274588485995367,0.558808359645977,2.50725931688664
"K02E7.6",5.0258571315018,5.95134300449814,3.78638726050036,4.60719417610223,3.11119160293287,3.27575800728826,3.23732508489921,1.68776394275118
"K02E7.9",0.974542527950445,2.3239349299509,0.503484092796638,0.113036733441422,0.515259299678374,0.0576173205326887,0.427356227009371,2.99953285185683
"K02E7.5",2.19777105337137,2.9829753270527,1.73505420030993,0.447417330573275,0.227715203193934,0.423119877815697,0.214392176639283,0.661894591583681
"K02E7.10",0.435735258873468,3.82714832033806,1.0820212693455,1.0847922337805,0.61086633567465,1.41034653235046,0.730010357941259,0.497514266684157
"K02E7.12",1.26868590005307,5.45245047267552,1.26057371572588,0.9385951899703,2.03993148263792,0.71759286084626,2.34399899292039,1.12150616544766
"K02E7.11",2.34438823744392,3.00325141406228,2.36626345601488,2.28488127491759,1.65456385617182,3.64173097813475,1.92628413290262,1.14845258366822
"K02E7.1",0.232655845479648,1.04032435625159,5.19727960995454,1.89752312737267,1.61093624041816,1.37581236974215,0.530761951247986,0.296193072614792
"T13B5.1",5.18246983839916,4.71233715060376,5.03066713624694,5.00756330586319,4.00404289292381,4.79111599206237,4.41683974191283,3.80080673633567
"T13B5.3",3.45070715227347,2.91043718612006,5.00154556057098,5.25604824908696,5.32620295273328,4.21175983301212,5.00601969247197,5.5119739817818
"T13B5.4",0.0356395329777896,0.0908538368440254,0.374596612454016,0.305857318226553,1.10148872186672,0.866802763372882,0.924623646620153,0.255269883473378
"T13B5.10",0.794253651518126,0,1.43116828537353,0.400842830632373,0,0,0,0
"T13B5.11",0,0,0.000497113221689134,0,5.68028215570883,0.000113284767203128,0,0
"T13B5.6",0.142630397664977,0.435816318863751,0.299051191202739,0.107096209569004,0.367246921431753,0.311239197877744,1.06112640656243,0.432538292602227
"T13B5.8",4.56313982197394,5.39436665465616,4.1811025507538,3.79461341106466,5.15964936662011,3.95363773967297,4.39331322560509,5.96118341517456
"W09B6.3",3.06733066584499,3.07853127671965,2.77248323317756,3.21455071062769,3.58049525937868,3.38531092265418,4.64738934813087,4.60630008368685
"W09B6.2",3.01338185970024,3.26211138692533,2.67328052175572,2.92734657028595,3.56190041152679,2.58192483642046,4.05036238401776,4.95351668750837
"W09B6.1",6.09107777579199,7.03557992445531,6.58946239482963,7.76278729852685,5.58489938143237,6.82210552461078,7.25611431454679,6.81361447015713
"W09B6.4",3.76078513751506,5.32279705690097,3.59614800312561,3.57503393146232,4.50870752971419,3.91070388445418,4.33060859232511,4.43684810247715
"T23F4.2",5.41925908940968,4.89447341516425,4.35394427864875,4.01630910683615,3.07208864585951,4.47252026422839,3.42404465210861,3.08516118057958
"T23F4.3",2.90769251113939,2.36862868162898,2.42539484934009,1.06687449183828,0.69168155347796,1.36831018924948,0.561876467601501,1.96210106088829
"F53A10.2",4.2841587458694,4.52721424742705,4.90303827011291,4.50380030182589,3.80103445892236,4.40595152810631,3.52977098219889,3.7060663400471
"F47F6.1",1.40902699162799,1.02205526923517,7.39053872035618,6.96005987046454,6.29824223451554,5.50807046980387,2.61946935560175,3.56644986851942
"F47F6.14",0,0,0,0,3.14831427939024,0,0,0
"F47F6.13",0,0,0,0,0,0,0,0
"F47F6.5",0.0422399059126503,0.0815104771543023,1.17191774969431,2.01640717384983,3.62112585407343,4.91084776595794,2.32854065844982,0.333289762965513
"F47F6.3",0.00719621916275213,0,4.44762547841552,1.22616322813722,3.27146302790437,1.36243622313526,0.786931697241104,0.108026578363401
"Y57G7A.5",0,0.306275073997856,0.107322429552871,2.45909582507938,4.67202925367115,5.88899889372246,3.74329952788826,0.638273135500214
"Y57G7A.11",2.16535886681474,2.49459481604221,1.73469011323143,1.01596136097249,0.769802200524035,1.16030065122302,0.56605915420987,0
"Y57G7A.6",0.0671170222265076,0.457627909699789,0.242339092867547,1.89252314547001,3.6494315180896,4.88892342234425,3.16402193638194,0.405630823999607
"Y57G7A.3",0.281566510079316,0.928687159963781,0,1.15488776169967,3.32870867208635,4.38500990206079,1.15703077111858,0
"Y57G7A.2",0.981797866361847,3.3316307011239,0.178286309869461,0.0545085789790991,1.24860769768466,0.469884934617018,1.4311950348899,4.39232429273879
"Y57G7A.1",3.58467393285523,4.36659498897384,4.1195719840917,3.53750729896223,3.63454680408913,5.5693543745711,3.40893870766844,4.13558411886507
"Y57G7A.10",5.73830037110723,5.44148679947721,5.59549470927311,5.69325276190528,5.53242294427155,5.07177553819228,5.8962888044923,5.41319463237289
"F56D12.1",5.73172903760792,5.57029594276949,5.65509704449179,6.6395302817016,5.58463184521856,5.3750950522522,6.30866667130126,5.1643236986121
"F56D12.6",3.51455153224184,3.60377468646397,3.62897185009709,4.12915935207003,3.70317823794802,3.68528983630269,4.70020664857836,5.43983586952799
"F56D12.8",0,0,7.50244199506465,0,0,0,0,0
"F56D12.9",0,0,7.67454539384587,0,0,0,0,0
"F56D12.5",10.0731641676386,9.61284638685279,9.57060333801001,9.65420637794429,9.94388763749671,8.18685211625911,10.1712393589597,9.66664298937749
"F56D12.10",0,11.0721460058239,11.7794485166603,12.3979366256776,12.4704707725931,9.69306349572631,13.2362384740678,10.563758746873
"F56D12.4",4.40213548526578,4.28887530000389,3.87927446145227,2.42964274251546,2.30396189547247,2.72202659133701,1.80125800613328,2.35730426205304
"F56D12.11",0,5.15973815878169,0.000942572579476508,0,1.48917296640314,1.53436047236816,0,2.98562975701811
"C13A10.5",5.33752913840177,0,2.38473229988682,0,0,0,0,0
"F56D12.t1",0,0,5.25507768200545,0,0,0,0,0
"F56D12.t2",0,0,5.25507768200545,0,0,0,0,0
"F56D12.t3",0,0,5.25507768200545,0,0,0,0,0
"F56D12.t4",0,0,5.25507768200545,0,0,0,0,0
"C13A10.4",5.90989548326084,2.09952749825585,1.63530863062921,0,0,0,0,0
"C13A10.1",2.20957501478456,2.05053652370208,1.81185323243069,2.42825229109679,1.74319179574163,1.87094858464447,2.28158846758466,0.917139940568593
"C13A10.2",5.76213616990111,7.03113048968339,4.10364869933814,2.90424130007592,2.99304570605834,5.05387159283175,2.07176266930009,2.75394249464119
"F54D12.t2",0,0,6.14884261166353,0,0,0,0,0
"F54D12.4",7.84780278088098,5.99214074002175,4.18088780066944,4.39687189049046,6.79555917143856,4.30812784417874,5.83288748311859,6.92908083524258
"F54D12.5",3.51427378254596,4.05476166962829,3.38738873632235,3.29301874394624,3.19346898217926,3.02925320933676,4.36161397717628,5.88569881341351
"F54D12.6",1.91818775480954,2.70765288734423,2.243617294109,1.96633817321799,2.08897263753767,1.91284527648871,3.31110925595329,5.03884438412167
"F54D12.16",0,0,0,0,0,0,0,0
"F54D12.9",0,0.314086259845045,0.110193103565776,0,1.20859217062783,8.4175234416475,0.408843354923732,0.879283088812625
"Y51H7C.8",1.44410514377729,2.67404251675151,0.90628800032879,2.93614604335953,6.0440334005065,8.49642240199746,5.58224888582353,3.00802068790173
"Y51H7C.7",4.95842047440788,5.35391958538628,4.80217770400852,4.66088299300395,5.66555479224266,3.96178999716207,5.63405012279368,6.93069003531068
"Y51H7C.6",3.66749479021754,3.80020620443402,4.5884747910164,5.01187576322988,4.73455789220565,4.32674585657738,4.85858779437871,5.11048435382854
"Y51H7C.9",0.328683686681511,0.30439421966803,0.321175388831225,1.12373240397733,2.80709933629781,5.07892999959435,2.65183010580889,0.302426682367204
"Y51H7C.38",0,9.46125637506317,0,0,0,0,8.2980946527166,0
"Y51H7C.5",4.64056887347502,4.37797744976769,5.00525625006778,4.98420652514829,5.15054749159959,4.13187753365342,4.97629030756477,4.52963981759965
"Y51H7C.10",0.310657711254594,0.904412418984883,0.650145078073838,0.574212946223456,1.58797938576759,1.03939110666985,0.349549849218545,0.365021698810913
"Y51H7C.11",3.6286336341647,3.13601907961565,3.55546034455441,3.69994023725026,3.53697294674817,2.03361681624881,3.7809294639448,3.68447092310837
"Y51H7C.3",3.05242285023389,6.22230031777559,2.05535185675018,1.95242676071363,4.89575823934716,2.61133765478763,5.60318419690844,6.42508663203228
"Y51H7C.12",0.0503908050495479,0.187679080008061,0.203221206662107,0.0746917553153345,0.0930622455265754,0.0625000242770461,0.357233309754821,0.364569070672427
"Y51H7C.15",0.680417982688485,2.10549035443111,0.221372281452758,0,1.86716900421335,0.789188374070379,3.6199763616347,4.7134758750547
"Y51H7C.13",0.209346056320518,0.147086532580359,0.159432852277895,5.49670201186514,9.33769771395943,5.07447118393801,5.02639728763916,3.73166116377168
"Y51H7C.1",0.0883758291835572,0.0390007872336332,0.193080345503293,4.48812291898641,7.9758021219543,4.44710306829726,5.31433761968737,4.22075558000366
"H17B01.2",0.217934207545058,0.166742434999798,0.400708419832517,2.32245025598671,5.84899843040002,2.06153083217682,3.21604038971599,2.6787322377933
"H17B01.5",5.05678292555943,5.57965083026229,4.38063941576185,2.79704826634801,2.49585886341182,3.4799289711477,1.72340128712703,3.15813340664341
"H17B01.t3",0,0,0,0,5.30446358395568,0,0,0
"H17B01.4",5.38775886906104,4.5214842343004,5.41350607749378,5.66487531835342,5.06298945168304,4.68639967507287,5.70308408370257,6.23177414783211
"H17B01.1",6.12384412228399,5.30692568020749,5.95607989151391,6.06436554026363,5.50087851896572,5.97166770085163,5.59949038302863,5.08262169941571
"Y51H7BR.8",1.313379374727,2.4503587631858,0.44761939574065,0.889031126101467,0.486061473376304,1.04598108511211,0.248168043806745,0.493849174204085
"Y51H7BR.4",2.31651940406069,3.94694603206978,3.29697272088495,2.23018763929643,2.03502911527829,1.71001841751173,1.48646725334112,0.197018644430696
"Y51H7BR.3",1.93245808471422,3.06726353985368,2.24186458412012,1.44829309442748,1.29561136561308,1.0168671083393,0.849514944895728,0.0823142763711066
"Y51H7BR.2",0.256473280249277,1.40334953637338,0.266980785568163,0.024322941923871,0.364941042808171,0,0.0425990949031627,1.46666887994485
"Y51H7BR.1",0.327459733774375,1.48977411824707,0.259260433138333,0,0.168491853970263,0.0581880501801882,0.120435553202202,1.59863675710154
"K05F6.5",0.351770782551632,1.25435216273399,0.302812685540863,0,0.470703445430244,0.0304934418593974,0.0844040747206493,1.90621333179232
"K05F6.11",3.29867884156745,5.08919727551794,4.25818723255192,4.92552002247079,3.39970431381456,3.94166036474768,4.87183872126374,2.11171576223324
"K05F6.4",0.692208456083773,1.90967711325429,0.746790002384932,0.215704686013242,0.575332663829961,0.355109884081326,0.310943831962193,2.37457213106314
"K05F6.12",0.0993058435431877,0.742668534022952,0.240104245427097,0.0216855277477231,0.118308290399519,0.0536073992046871,0,1.45860773571954
"K05F6.6",0.0196380146231672,0.247677222109543,0.188817403901941,0.0436230770228272,0.157674993695357,0.468514503894958,0.0760239195123019,0.369904181316228
"K05F6.3",0.0429240250529176,0.486738053111787,0.0863491261536134,0.0385533344128814,0.0716848357935088,0.0321943860328417,0.0672755194903138,0.4472099463152
"K05F6.7",0.371261093081901,1.75120232416424,0.114768791225786,0.0231261605393843,0.382885231232262,0.0288462079043907,0.192075461639589,2.2096405139276
"K05F6.2",0.035593929512515,0.197102963951271,0.0891674049213595,0,0.097894588624533,0,0.0919238787022617,0.522252649531589
"K05F6.1",0.139900340066461,1.16259032134334,0.139001836744549,0,0.25210194291168,0.0597577084780142,0.0835746181147544,0.768139428467539
"K05F6.9",0.0766332459725203,1.0723047791775,0.221841206542098,0,0.204818073383088,0,0.485659700573995,0.324721908064831
"T07H3.3",0.935454467343189,3.03680573171792,1.91630465729433,1.85179500707124,1.0998472620294,4.15100638796795,1.92890466083775,2.46383167953965
"T07H3.6",3.25894398225713,4.09718938723511,2.90858428681655,2.69881632808689,1.27973871175225,2.49851129516103,1.63176085610543,1.20979645230026
"T07H3.1",2.4248119341048,2.48475169404515,1.91847019838102,2.37760410465139,0.68032255628746,1.92688374732136,1.34050530067398,1.45907483538671
"C08E3.3",0.0395807525613034,0.719553213777719,0.396980363843046,0.0865318838343921,0.389630685396351,0.359832615004995,0.0514657955434514,0.911658605608818
"T07H3.9",0,3.18513867269092,2.61083232673682,0,2.72807941446668,0,0,0
"C08E3.5",0.480508136234566,2.64962235639373,0.699532976863148,0.988964565180174,0.409945910540732,2.6508656361203,0.533984882481966,1.25110704805136
"C08E3.6",0.130433943798412,1.57429530800786,0.501885451696139,0.299557666971776,0.132852524069652,3.4883607567659,0.396548613444769,1.23116817689809
"C08E3.10",0.286308686358147,4.31070365722511,3.06660932820854,1.43883575640483,1.31957747343534,3.48919609226038,1.28090881691618,0.262836021626445
"C08E3.15",0,5.89197321534021,1.65128824506075,0.503703894671193,0,2.21898880175221,0,0
"C08E3.13",9.09126346924739,10.7094801975888,9.44678969678687,7.40627304543754,3.96821058755076,7.99953781271858,6.79548124759423,0.809909115322579
"C08E3.1",12.1296758402348,14.9317716864868,10.4380952826596,8.57917637601546,5.62869486878911,9.06427930367309,6.59014987141104,5.41337744526771
"ZC204.17",0.130993451130692,0.166725726943437,0.163503884755967,0,0.338345681279533,6.72820624319695,0.168428952762491,0.241250784787296
"ZC204.16",0.0174003061761757,0.359121928332306,0.281395586179919,0,0.266986780364265,0,0,0.482357838251531
"ZC204.8",0.0530441713583339,0.255549073952428,0.171934397729532,0,0.0494151140008743,0,0,0.493932156157303
"ZC204.9",0.291777991003009,1.25925440615094,0.227350472729522,0,0.393163555694688,0,0.16017025643441,1.84470300297017
"ZC204.10",0.185584954492279,0.613594828376343,0.230289105130855,0.0360901415745275,0.0671535153202912,0,0.123396038266269,0.0465642582597505
"ZC204.7",0.681347609643417,2.09024371217442,0.295131721624768,0.115114367283985,0.614663677135224,0.0871734585228345,0.840410862837235,1.94250324523644
"ZC204.11",0.135251293546002,0.762421108057437,2.23893662312072,0.994426938884372,1.29675692822445,0.240608639633536,1.07662750010262,1.37776788875384
"ZC204.3",0.183785026961845,1.03669321894416,1.15108596929949,0.660582751987021,0.84658237217977,0.116026801732431,1.01689562658042,1.82639594759272
"ZC204.12",5.3915099746392,5.99978357951192,6.92687710738708,6.048229645374,6.3207012826335,5.72346299750765,6.00042372943605,3.94453989355444
"ZC204.14",3.14204577337973,3.25613507735221,3.05728043141949,3.15834025900721,3.46444609576976,2.95366008665426,3.40923477716452,3.84495803747383
"ZC204.2",3.59550366050274,3.54953364219644,3.06241533403413,3.18980242421096,3.12161722748542,2.45886754577261,2.94724908939566,4.26400339108235
"F58E1.5",0.624357350951052,1.63150478132587,0.31727164788436,0,0.431104084510616,0.0723440227700486,0.283992868463335,2.88726985211893
"F58E1.3",0.180830210396501,1.2473746275209,0.208763202426397,0.095405023793544,0.474046599319306,0.132413251189064,0.21495287360878,1.28696983533105
"F58E1.2",0.0181065611449467,0.371871064277503,0.132271492000532,0,0.0982744185242004,0.0333976275022961,0,0.395932542748668
"F58E1.8",0.211313788049852,1.09124622351163,0.127371259872996,0,0.307048419702756,0.0321191853834617,0.0888171845326454,0.620258893233545
